Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Breaking Wave",1,14652,Rare,IN,48/350,Yes
"Blind Seer",1,14353,Rare,IN,47/350,No
"Drake-Skull Cameo",1,14759,Uncommon,IN,302/350,No
"Endless Wurm",1,11956,Rare,UZ,249/350,Yes
"Elvish Lyrist",1,12077,Common,UZ,248/350,No
"Bladewing's Thrall",1,18920,Uncommon,SCG,55/143,No
"Zombie Cutthroat",1,18805,Common,SCG,81/143,Yes
"Ghitu Fire-Eater",1,15549,Uncommon,7E,184/350,Yes
"Voice of Truth",1,13952,Uncommon,NE,25/143,Yes
"Lin Sivvi, Defiant Hero",1,13954,Rare,NE,12/143,Yes
"Dromar's Attendant",1,14756,Uncommon,IN,303/350,Yes
"Colfenor's Urn",1,28457,Rare,LRW,254/301,No
"Crosstown Courier",1,52441,Common,DDM,6/88,No
"Trinket Mage",1,40262,Uncommon,TD2,9/88,No
"Forest",1,50861,Basic Land,C13,353/356,Yes
"Grand Architect",1,40257,Rare,TD2,10/88,Yes
"Galvanic Arc",1,23258,Common,RAV,126/306,No
"Forest",1,50860,Basic Land,C13,353/356,No
"Ripscale Predator",1,47829,Uncommon,GTC,103/249,No
"Scorchwalker",1,47598,Common,GTC,104/249,Yes
"Smokestack",1,53941,Mythic Rare,V14,11/15,No
"Dream Stalker",1,52531,Common,DDM,7/88,Yes
"Galvanic Arc",1,23259,Common,RAV,126/306,Yes
"Psychotrope Thallid",1,26441,Uncommon,PLC,137/165,No
"Savage Twister",1,23838,Uncommon,GPT,127/165,Yes
"Boros Swiftblade",1,44738,Uncommon,PC1,82/169,No
"Boros Swiftblade",1,44739,Uncommon,PC1,82/169,Yes
"Innocent Blood",1,44598,Common,PC1,33/169,No
"Innocent Blood",1,44599,Common,PC1,33/169,Yes
"Hotheaded Giant",1,30086,Common,EVE,57/180,No
"Soul Snuffers",1,29938,Uncommon,EVE,45/180,No
"Savage Twister",1,23837,Uncommon,GPT,127/165,No
"Reflex Sliver",1,26398,Common,PLC,138/165,Yes
"Swamp",1,28610,Basic Land,LRW,290/301,Yes
"King Cheetah",1,7613,Common,VI,110/167,No
"Kyscu Drake",1,7622,Uncommon,VI,111/167,Yes
"Thoughtleech",1,15920,Uncommon,7E,274/350,No
"Trained Armodon",1,15929,Common,7E,275/350,Yes
"Forest",1,12431,Basic Land,UZ,349/350,No
"Dwarven Landslide",1,16181,Common,AP,60/143,Yes
"Shamble Back",1,60090,Common,SOI,134/297,No
"Sinister Concoction",1,60313,Uncommon,SOI,135/297,Yes
"Ana Disciple",1,16200,Common,AP,73/143,No
"Backslide",1,17798,Common,ONS,70/350,Yes
"Backslide",1,17797,Common,ONS,70/350,No
"Shriveling Rot",1,20614,Rare,DST,54/165,Yes
"Shriveling Rot",1,20613,Rare,DST,54/165,No
"Liege of the Tangle",1,38005,Mythic Rare,SOM,123/249,No
"Liege of the Tangle",1,38006,Mythic Rare,SOM,123/249,Yes
"Neurok Prodigy",1,20385,Common,DST,26/165,No
"Neurok Transmuter",1,20454,Uncommon,DST,27/165,Yes
"Planar Despair",1,16233,Rare,AP,50/143,Yes
"Planar Despair",1,16232,Rare,AP,50/143,No
"Beetleback Chief",1,60750,Uncommon,EMA,119/249,Yes
"Worldgorger Dragon",1,60745,Mythic Rare,EMA,154/249,No
"Vow of Wildness",1,59059,Uncommon,PZ1,91/149,No
"Kalastria Nightwatch",1,58376,Common,BFZ,115/274,Yes
"Kalastria Nightwatch",1,58375,Common,BFZ,115/274,No
"Deadeye Brawler",1,66763,Uncommon,RIX,155/196,No
"Path of Discovery",1,66737,Rare,RIX,142/196,No
"Ghost Quarter",1,33421,Uncommon,TD0,A128/156,Yes
"Ghost Quarter",1,33420,Uncommon,TD0,A128/156,No
"Stoic Rebuttal",1,57279,Common,MM2,59/249,Yes
"Steady Progress",1,57252,Common,MM2,58/249,No
"Merfolk Looter",1,56941,Common,TPR,61/269,Yes
"Merfolk Looter",1,56940,Common,TPR,61/269,No
"Scrivener",1,56914,Common,TPR,64/269,No
"Horned Turtle",1,56511,Common,TPR,53/269,Yes
"Erg Raiders",1,67095,Common,A25,90/249,Yes
"Erg Raiders",1,67094,Common,A25,90/249,No
"Fertile Ground",1,69125,Common,BBD,A198/254,Yes
"Fertile Ground",1,69124,Common,BBD,A198/254,No
"Dromoka Captain",1,56298,Uncommon,DTK,12/264,No
"Dromoka Dunecaster",1,56357,Common,DTK,13/264,Yes
"Qarsi Deceiver",1,55947,Uncommon,DTK,71/264,Yes
"Scale Blessing",1,56200,Uncommon,DTK,35/264,No
"Vendilion Clique",1,67067,Mythic Rare,A25,76/249,Yes
"Vendilion Clique",1,67066,Mythic Rare,A25,76/249,No
"Akroan Conscriptor",1,51691,Uncommon,BNG,87/165,No
"Cradle of Vitality",1,50928,Rare,C13,7/356,No
"Cradle of Vitality",1,50929,Rare,C13,7/356,Yes
"Phyrexian Plaguelord",1,40137,Mythic Rare,TD2,48/88,Yes
"Owl Familiar",1,38964,Common,ME4,54/260,No
"Island",1,40270,Basic Land,TD2,47/88,No
"Brain Maggot",1,52278,Uncommon,JOU,62/165,No
"Brain Maggot",1,52279,Uncommon,JOU,62/165,Yes
"Forest",1,54241,Basic Land,KTK,266/269,Yes
"Owl Familiar",1,38965,Common,ME4,54/260,Yes
"Forge Devil",1,53403,Common,M15,140/269,Yes
"Zarichi Tiger",1,47521,Common,GTC,28/249,No
"Belligerent Sliver",1,53617,Uncommon,M15,129/269,Yes
"Jungle Hollow",1,54073,Common,KTK,235/269,Yes
"Jungle Hollow",1,54072,Common,KTK,235/269,No
"Mountain",1,54234,Basic Land,KTK,265/269,No
"Aetherize",1,47686,Uncommon,GTC,29/249,Yes
"Wind Drake",1,48482,Common,DGM,20/156,No
"Archetype of Aggression",1,51828,Uncommon,BNG,88/165,Yes
"Island",1,44896,Basic Land,PC2,137/156,No
"Phantom Tiger",1,66242,Common,IMA,181/249,Yes
"Wasp of the Bitter End",1,64478,Uncommon,HOU,206/199,No
"Wasp of the Bitter End",1,64479,Uncommon,HOU,206/199,Yes
"Selesnya Sanctuary",1,66373,Uncommon,IMA,247/249,No
"Selesnya Sanctuary",1,66374,Uncommon,IMA,247/249,Yes
"Swamp",1,46530,Basic Land,RTR,263/274,Yes
"Lurking Arynx",1,56293,Uncommon,DTK,192/264,Yes
"Mountain",1,46827,Basic Land,RTR,269/274,Yes
"Inspiring Call",1,55972,Uncommon,DTK,191/264,No
"Arcane Lighthouse",1,55173,Uncommon,C14,59/337,No
"Sylvan Offering",1,55151,Rare,C14,48/337,No
"Swamp",1,46527,Basic Land,RTR,262/274,No
"Mountain",1,46537,Basic Land,RTR,268/274,No
"Island",1,45107,Basic Land,PC2,138/156,Yes
"Gruesome Discovery",1,43410,Common,DKA,66/158,Yes
"Call to the Grave",1,41575,Rare,M12,85/249,No
"Ponder",1,41241,Common,M12,73/249,No
"Knight of the Reliquary",1,66286,Rare,IMA,203/249,Yes
"Bane Alley Blackguard",1,48231,Common,DGM,21/156,Yes
"Tome Scour",1,37111,Common,M11,76/249,Yes
"Captivating Vampire",1,37535,Rare,M11,87/249,Yes
"Island",1,44162,Basic Land,AVR,235/244,Yes
"Island",1,44149,Basic Land,AVR,234/244,No
"Knight of the Reliquary",1,66285,Rare,IMA,203/249,No
"Phantom Tiger",1,66241,Common,IMA,181/249,No
"Flight",1,41524,Common,M12,53/249,Yes
"Flight",1,41523,Common,M12,53/249,No
"Trench Wurm",1,14780,Uncommon,IN,127/350,Yes
"Tainted Well",1,14731,Common,IN,126/350,No
"Fit of Rage",1,9201,Common,WL,102/167,No
"Goblin Bomb",1,9312,Rare,WL,103/167,Yes
"Scatter to the Winds",1,58626,Rare,BFZ,85/274,Yes
"Scatter to the Winds",1,58625,Rare,BFZ,85/274,No
"Deathcap Cultivator",1,59932,Rare,SOI,202/297,No
"Mox Ruby",1,53244,Bonus,VMA,8/325,Yes
"Mox Ruby",1,53243,Bonus,VMA,8/325,No
"Sandstone Warrior",1,9571,Common,TE,199/350,No
"Eladamri, Lord of Leaves",1,9813,Rare,TE,223/350,No
"Voldaren Duelist",1,60148,Common,SOI,191/297,No
"Helium Squirter",1,57492,Common,MM2,47/249,No
"Hurkyl's Recall",1,57019,Rare,MM2,48/249,Yes
"Sadistic Hypnotist",1,16838,Uncommon,OD,159/350,Yes
"Sadistic Hypnotist",1,16837,Uncommon,OD,159/350,No
"Swamp",1,65566,Basic Land,XLN,268/279,No
"Swamp",1,65567,Basic Land,XLN,268/279,Yes
"Urza's Ruinous Blast",1,67544,Rare,DAR,39/269,Yes
"Triumph of Gerrard",1,67541,Uncommon,DAR,38/269,No
"Cataclysm",1,53939,Mythic Rare,V14,3/15,No
"Child of Alara",1,53926,Mythic Rare,V14,4/15,Yes
"Consulate Skygate",1,62062,Common,KLD,202/264,Yes
"Cogworker's Puzzleknot",1,61791,Common,KLD,201/264,No
"Scroll Rack",1,62142,Bonus,MS2,22/54,Yes
"Profane Command",1,42060,Rare,DDH,70/80,No
"Profane Command",1,42061,Rare,DDH,70/80,Yes
"Victory's Herald",1,64306,Rare,W17,6/30,No
"Kazandu Refuge",1,40892,Uncommon,CMD,280/318,Yes
"Tracker's Instincts",1,43270,Uncommon,DKA,128/158,Yes
"Jwar Isle Refuge",1,40567,Uncommon,CMD,279/318,No
"Gryff Vanguard",1,43854,Common,AVR,59/244,Yes
"Ghostly Touch",1,44267,Uncommon,AVR,58/244,No
"Disciple of Grace",1,17673,Common,ONS,25/350,No
"Victory's Herald",1,64307,Rare,W17,6/30,Yes
"Maelstrom Pulse",1,48842,Rare,MMA,180/229,No
"Tin Street Market",1,47883,Common,GTC,108/249,No
"Kolaghan Monument",1,66314,Uncommon,IMA,217/249,Yes
"Guardian Idol",1,66311,Common,IMA,216/249,No
"Scrying Glass",1,12943,Rare,UD,137/143,No
"Scroll Rack",1,62141,Bonus,MS2,22/54,No
"Scrying Glass",1,12944,Rare,UD,137/143,Yes
"Dive Bomber",1,17792,Common,ONS,26/350,Yes
"Yoked Ox",1,57750,Common,ORI,42/272,No
"Dire Fleet Neckbreaker",1,66766,Uncommon,RIX,156/196,Yes
"Chronatog",1,7496,Rare,VI,28/167,Yes
"Chronatog",1,7495,Rare,VI,28/167,No
"Balancing Act",1,16745,Rare,OD,10/350,No
"Beloved Chaplain",1,17014,Uncommon,OD,11/350,Yes
"Deserter's Quarters",1,51979,Uncommon,JOU,160/165,Yes
"Strangleroot Geist",1,43153,Uncommon,DKA,127/158,No
"Deserter's Quarters",1,51978,Uncommon,JOU,160/165,No
"Seismic Assault",1,10718,Rare,EX,101/143,Yes
"Seismic Assault",1,10717,Rare,EX,101/143,No
"Polyraptor",1,66742,Mythic Rare,RIX,144/196,Yes
"Death Mutation",1,16251,Uncommon,AP,96/143,Yes
"Kitsune Mystic",1,21240,Rare,CHK,28/306,Yes
"Zealot of the God-Pharaoh",1,64480,Common,HOU,207/199,No
"Zealot of the God-Pharaoh",1,64481,Common,HOU,207/199,Yes
"Death Grasp",1,16190,Rare,AP,95/143,No
"Yoked Ox",1,57751,Common,ORI,42/272,Yes
"Orcish Mechanics",1,38741,Uncommon,ME4,129/260,Yes
"Ogre Taskmaster",1,38938,Common,ME4,128/260,No
"Unhinge",1,17228,Common,TOR,87/143,Yes
"Strength of Lunacy",1,17215,Uncommon,TOR,86/143,No
"Rummaging Goblin",1,65337,Common,XLN,160/279,Yes
"Rowdy Crew",1,65334,Mythic Rare,XLN,159/279,No
"Living Terrain",1,19218,Uncommon,8ED,260/350,Yes
"Lhurgoyf",1,19627,Rare,8ED,259/350,No
"Kitsune Mystic",1,21239,Rare,CHK,28/306,No
"Cinder Wall",1,19579,Common,8ED,182/350,No
"Demolish",1,19502,Uncommon,8ED,183/350,Yes
"Thunderscape Familiar",1,15050,Common,PS,76/143,Yes
"Thunderscape Familiar",1,15049,Common,PS,76/143,No
"Cower in Fear",1,63360,Common,MM3,62/249,Yes
"Corpse Connoisseur",1,63159,Uncommon,MM3,61/249,No
"Soul Feast",1,15850,Uncommon,7E,163/350,No
"Spineless Thug",1,15861,Common,7E,164/350,Yes
"Nausea",1,15710,Common,7E,148/350,No
"Necrologia",1,15713,Uncommon,7E,149/350,Yes
"Apostle's Blessing",1,39685,Common,NPH,2/175,Yes
"Karn Liberated",1,39710,Mythic Rare,NPH,1/175,No
"Manaweft Sliver",1,49359,Uncommon,M14,184/249,No
"Garruk's Horde",1,49267,Rare,M14,173/249,No
"Rain of Thorns",1,51194,Uncommon,C13,163/356,No
"Rain of Thorns",1,51195,Uncommon,C13,163/356,Yes
"Aether Adept",1,52406,Common,DDM,12/88,Yes
"Stealer of Secrets",1,52475,Common,DDM,11/88,No
"Forest",1,37140,Basic Land,M11,247/249,No
"Forest",1,37141,Basic Land,M11,247/249,Yes
"Forest",1,37266,Basic Land,M11,248/249,No
"Forest",1,37267,Basic Land,M11,248/249,Yes
"Wind Strider",1,65191,Common,XLN,88/279,Yes
"Forest",1,37268,Basic Land,M11,249/249,No
"Forest",1,37269,Basic Land,M11,249/249,Yes
"Scion of Vitu-Ghazi",1,48289,Rare,DGM,7/156,Yes
"Riot Control",1,48500,Common,DGM,6/156,No
"March of the Drowned",1,65241,Common,XLN,112/279,Yes
"Fathom Fleet Captain",1,65229,Rare,XLN,106/279,Yes
"Opportunity",1,68980,Uncommon,BBD,126/254,No
"Sickening Dreams",1,17208,Uncommon,TOR,83/143,Yes
"Last Laugh",1,17333,Rare,TOR,68/143,No
"Minister of Inquiries",1,61898,Uncommon,KLD,57/264,Yes
"Minister of Inquiries",1,61897,Uncommon,KLD,57/264,No
"Ironshell Beetle",1,17572,Common,JUD,121/143,No
"Krosan Reclamation",1,17601,Uncommon,JUD,122/143,Yes
"Scion Summoner",1,59579,Common,OGW,123/184,No
"Stalking Drone",1,59350,Common,OGW,124/184,Yes
"Oracle's Insight",1,68982,Uncommon,BBD,127/254,No
"Shade's Form",1,17187,Common,TOR,81/143,No
"Urza's Tome",1,67936,Uncommon,DAR,235/269,Yes
"Duress",1,65226,Common,XLN,105/279,No
"Wingmate Roc",1,54289,Mythic Rare,KTK,31/269,Yes
"Bog Imp",1,22541,Common,9ED,116/350,No
"Bog Wraith",1,22384,Uncommon,9ED,117/350,Yes
"Squall Line",1,25505,Rare,TSP,222/301,No
"Stonewood Invocation",1,25808,Rare,TSP,223/301,Yes
"Mosswort Bridge",1,28346,Rare,LRW,270/301,Yes
"Mosswort Bridge",1,28345,Rare,LRW,270/301,No
"Brine Elemental",1,55306,Uncommon,C14,99/337,No
"Cackling Counterpart",1,54974,Rare,C14,100/337,Yes
"Ainok Bond-Kin",1,65887,Common,IMA,4/249,No
"Ajani's Pridemate",1,65890,Uncommon,IMA,5/249,Yes
"Memorial to War",1,67958,Uncommon,DAR,246/269,Yes
"Watcher of the Roost",1,54080,Uncommon,KTK,30/269,No
"Crazed Firecat",1,17256,Uncommon,TOR,94/143,Yes
"All Is Dust",1,36655,Mythic Rare,ROE,1/248,Yes
"Swamp",1,37306,Basic Land,M11,239/249,No
"Tower of Fortunes",1,51311,Rare,C13,268/356,Yes
"Tower of Fortunes",1,51310,Rare,C13,268/356,No
"Blade of the Bloodchief",1,34699,Rare,ZEN,196/249,Yes
"Adventuring Gear",1,34434,Common,ZEN,195/249,No
"Blade of the Bloodchief",1,34698,Rare,ZEN,196/249,No
"Blazing Torch",1,34649,Uncommon,ZEN,197/249,Yes
"Akoum Refuge",1,34589,Uncommon,ZEN,210/249,Yes
"Carnage Altar",1,34712,Uncommon,ZEN,198/249,No
"Akoum Refuge",1,34588,Uncommon,ZEN,210/249,No
"Scalding Tarn",1,34590,Rare,ZEN,223/249,No
"Disintegrate",1,25965,Rare,TSB,58/121,No
"Dragon Whelp",1,25968,Rare,TSB,59/121,Yes
"Dragon Whelp",1,25967,Rare,TSB,59/121,No
"Dragonstorm",1,26202,Rare,TSB,60/121,Yes
"Eron the Relentless",1,26060,Rare,TSB,61/121,Yes
"Dragonstorm",1,26201,Rare,TSB,60/121,No
"Fiery Temper",1,26178,Rare,TSB,62/121,Yes
"Eron the Relentless",1,26059,Rare,TSB,61/121,No
"Jangling Automaton",1,9133,Common,WL,151/167,No
"Jangling Automaton",1,9134,Common,WL,151/167,Yes
"Gruul Turf",1,44765,Common,PC1,134/169,Yes
"Gruul Turf",1,44764,Common,PC1,134/169,No
"Leechridden Swamp",1,44399,Uncommon,PC1,135/169,Yes
"Leechridden Swamp",1,44398,Uncommon,PC1,135/169,No
"Seat of the Synod",1,44685,Common,PC1,136/169,Yes
"Serum Tank",1,44692,Uncommon,PC1,125/169,No
"Etched Oracle",1,44731,Uncommon,PC1,113/169,Yes
"Relic of Progenitus",1,44426,Common,PC1,124/169,No
"Borrowing 100,000 Arrows",1,33797,Uncommon,ME3,31/230,Yes
"Borrowing 100,000 Arrows",1,33796,Uncommon,ME3,31/230,No
"Brilliant Plan",1,33795,Common,ME3,32/230,Yes
"Brilliant Plan",1,33794,Common,ME3,32/230,No
"Capture of Jingzhou",1,33819,Rare,ME3,33/230,Yes
"Capture of Jingzhou",1,33818,Rare,ME3,33/230,No
"Brago, King Eternal",1,60833,Rare,EMA,198/249,No
"Dack Fayden",1,60732,Mythic Rare,EMA,199/249,Yes
"Dread Wanderer",1,63778,Rare,AKH,88/269,No
"Dread Wanderer",1,63779,Rare,AKH,88/269,Yes
"Dance of Many",1,33638,Uncommon,ME3,34/230,No
"Dance of Many",1,33639,Uncommon,ME3,34/230,Yes
"Plaxmanta",1,24120,Uncommon,DIS,29/180,Yes
"Ocular Halo",1,24155,Common,DIS,28/180,No
"Spitting Slug",1,26030,Rare,TSB,85/121,Yes
"Cackling Flames",1,24094,Common,DIS,59/180,Yes
"Necroplasm",1,23570,Rare,RAV,98/306,No
"Barbarian Riftcutter",1,23267,Common,RAV,114/306,Yes
"Siege of Towers",1,23868,Rare,GPT,76/165,Yes
"Thoughtpicker Witch",1,23007,Common,RAV,109/306,Yes
"Siege of Towers",1,23867,Rare,GPT,76/165,No
"Barbarian Riftcutter",1,23266,Common,RAV,114/306,No
"Starved Rusalka",1,23921,Uncommon,GPT,97/165,No
"Starved Rusalka",1,23922,Uncommon,GPT,97/165,Yes
"Crystal Ball",1,37441,Uncommon,M11,203/249,Yes
"Swamp",1,33852,Basic Land,ME3,222/230,No
"Naturalize",1,37543,Common,M11,186/249,Yes
"Crystal Ball",1,37440,Uncommon,M11,203/249,No
"Jinxed Idol",1,37505,Rare,M11,208/249,Yes
"Jinxed Idol",1,37504,Rare,M11,208/249,No
"Kazuul, Tyrant of the Cliffs",1,35662,Rare,WWK,84/145,Yes
"Kalastria Highborn",1,35525,Rare,WWK,59/145,No
"Quillspike",1,30049,Uncommon,EVE,126/180,Yes
"Quillspike",1,30048,Uncommon,EVE,126/180,No
"Nath of the Gilt-Leaf",1,28554,Rare,LRW,250/301,Yes
"Nath of the Gilt-Leaf",1,28553,Rare,LRW,250/301,No
"Repel Intruders",1,29825,Uncommon,SHM,147/301,No
"Floodchaser",1,29095,Common,MOR,34/150,Yes
"Floodchaser",1,29094,Common,MOR,34/150,No
"Quash",1,21757,Uncommon,BOK,47/165,No
"Quillmane Baku",1,21896,Common,BOK,48/165,Yes
"Serendib Efreet",1,27876,Rare,MED,50/195,Yes
"Serendib Efreet",1,27875,Rare,MED,50/195,No
"Dwarven Soldier",1,27987,Common,MED,92/195,No
"Fissure",1,27960,Common,MED,93/195,Yes
"Beacon of Destruction",1,27635,Rare,10E,189/383,No
"Repel Intruders",1,29826,Uncommon,SHM,147/301,Yes
"Gravedigger",1,27070,Common,10E,146/383,No
"Orcish Artillery",1,22913,Uncommon,9ED,206/350,No
"Ashnod's Transmogrant",1,27888,Common,MED,152/195,Yes
"Sea Monster",1,22323,Common,9ED,96/350,No
"Adun Oakenshield",1,28147,Rare,MED,141/195,No
"Wellwisher",1,28883,Common,EVG,15/62,Yes
"Wellwisher",1,28882,Common,EVG,15/62,No
"Stonewood Invoker",1,28906,Common,EVG,11/62,No
"Stonewood Invoker",1,28907,Common,EVG,11/62,Yes
"Sea's Claim",1,22932,Common,9ED,97/350,Yes
"Norwood Ranger",1,22365,Common,9ED,260/350,No
"Flight",1,22764,Common,9ED,79/350,Yes
"Flight",1,22763,Common,9ED,79/350,No
"Cone of Flame",1,27178,Uncommon,10E,194/383,No
"Icy Manipulator",1,22928,Uncommon,9ED,299/350,Yes
"Icy Manipulator",1,22927,Uncommon,9ED,299/350,No
"Razia's Purification",1,23235,Rare,RAV,224/306,Yes
"Razia's Purification",1,23234,Rare,RAV,224/306,No
"Lightning Elemental",1,27407,Common,10E,217/383,Yes
"Blaze",1,27389,Uncommon,10E,190/383,Yes
"Order of the Sacred Bell",1,22846,Common,9ED,261/350,Yes
"Enslave",1,26275,Uncommon,PLC,70/165,No
"Enslave",1,26276,Uncommon,PLC,70/165,Yes
"Mind Rot",1,27255,Common,10E,159/383,Yes
"Kitsune Loreweaver",1,22055,Common,SOK,17/165,Yes
"Kitsune Loreweaver",1,22054,Common,SOK,17/165,No
"Hate Weaver",1,27365,Uncommon,10E,147/383,Yes
"Guerrilla Tactics",1,22774,Uncommon,9ED,196/350,Yes
"Rootwater Commando",1,27336,Common,10E,102/383,No
"Rootwater Commando",1,27337,Common,10E,102/383,Yes
"Deathmark",1,27741,Uncommon,10E,134/383,No
"Deathmark",1,27742,Uncommon,10E,134/383,Yes
"Gemhide Sliver",1,25856,Common,TSP,196/301,Yes
"Fungus Sliver",1,25795,Rare,TSP,195/301,No
"Lavaborn Muse",1,27546,Rare,10E,216/383,No
"Kor Firewalker",1,37923,Uncommon,TD0,B6/41,No
"Kor Firewalker",1,37924,Uncommon,TD0,B6/41,Yes
"Salt Marsh",1,14967,Uncommon,IN,326/350,No
"Salt Marsh",1,14968,Uncommon,IN,326/350,Yes
"Cumber Stone",1,31806,Uncommon,CON,24/145,Yes
