Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Shore Keeper",4,65168,Common,XLN,77/279,No
"Spell Pierce",4,65176,Common,XLN,81/279,No
"Blight Keeper",4,65200,Common,XLN,92/279,No
"Bloodcrazed Paladin",1,65202,Rare,XLN,93/279,No
"Duress",4,65226,Common,XLN,105/279,No
"March of the Drowned",4,65240,Common,XLN,112/279,No
"Skittering Heartstopper",4,65260,Common,XLN,122/279,No
"Skulduggery",4,65262,Common,XLN,123/279,No
"Dual Shot",4,65298,Common,XLN,141/279,No
"Fire Shrine Keeper",4,65304,Common,XLN,144/279,No
"Rile",4,65332,Common,XLN,158/279,No
"Commune with Dinosaurs",4,65380,Common,XLN,181/279,No
"Jungle Delver",4,65410,Common,XLN,195/279,No
"Old-Growth Dryads",4,65418,Rare,XLN,199/279,No
"Shapers' Sanctuary",4,65432,Rare,XLN,206/279,No
"Prying Blade",4,65514,Common,XLN,244/279,No
"Field of Ruin",4,65538,Uncommon,XLN,254/279,No
"Unknown Shores",4,65548,Common,XLN,259/279,No
"God-Pharaoh's Faithful",4,64512,Common,HOU,14/199,No
"Overwhelming Splendor",1,64522,Mythic Rare,HOU,19/199,No
"Countervailing Winds",4,64548,Common,HOU,32/199,No
"Nimble Obstructionist",4,64564,Rare,HOU,40/199,No
"Proven Combatant",4,64568,Common,HOU,42/199,No
"Unsummon",4,64592,Common,HOU,54/199,No
"Bontu's Last Reckoning",2,64604,Rare,HOU,60/199,No
"Crash Through",4,64660,Common,HOU,88/199,No
"Kindled Fury",4,64686,Common,HOU,101/199,No
"Frilled Sandwalla",4,64716,Common,HOU,116/199,No
"Life Goes On",4,64726,Common,HOU,121/199,No
"Abandoned Sarcophagus",4,64840,Rare,HOU,158/199,No
"Hollow One",4,64850,Rare,HOU,163/199,No
"Traveler's Amulet",4,64858,Common,HOU,167/199,No
"Desert of the Fervent",4,64864,Common,HOU,170/199,No
"Desert of the Glorified",4,64866,Common,HOU,171/199,No
"Desert of the Indomitable",4,64868,Common,HOU,172/199,No
"Desert of the Mindful",4,64870,Common,HOU,173/199,No
"Desert of the True",4,64872,Common,HOU,174/199,No
"Dunes of the Dead",4,64874,Uncommon,HOU,175/199,No
"Endless Sands",4,64876,Rare,HOU,176/199,No
"Hostile Desert",4,64880,Rare,HOU,178/199,No
"Ifnir Deadlands",4,64882,Uncommon,HOU,179/199,No
"Ipnu Rivulet",4,64884,Uncommon,HOU,180/199,No
"Scavenger Grounds",2,64888,Rare,HOU,182/199,No
"Survivors' Encampment",4,64892,Common,HOU,184/199,No
"Raise Dead",4,64330,Common,W17,18/30,No
"Austere Command",4,64356,Bonus,MS3,1/54,No
"Consecrated Sphinx",1,64370,Bonus,MS3,8/54,No
"Counterbalance",4,64372,Bonus,MS3,9/54,No
"Counterspell",4,64374,Bonus,MS3,10/54,No
"Divert",1,64380,Bonus,MS3,13/54,No
"Spell Pierce",2,64388,Bonus,MS3,17/54,No
"Stifle",1,64390,Bonus,MS3,18/54,No
"Dark Ritual",1,64396,Bonus,MS3,21/54,No
"Diabolic Intent",1,64398,Bonus,MS3,22/54,No
"Entomb",1,64400,Bonus,MS3,23/54,No
"Mind Twist",1,64402,Bonus,MS3,24/54,No
"Vindicate",1,64414,Bonus,MS3,30/54,No
"Capsize",1,64926,Bonus,MS3,32/54,No
"Sunder",1,64934,Bonus,MS3,36/54,No
"Threads of Disloyalty",4,64936,Bonus,MS3,37/54,No
"Diabolic Edict",1,64944,Bonus,MS3,41/54,No
"Doomsday",1,64946,Bonus,MS3,42/54,No
"Slaughter Pact",1,64950,Bonus,MS3,44/54,No
"Choke",1,64962,Bonus,MS3,50/54,No
"Angel of Sanctions",1,63604,Mythic Rare,AKH,1/269,No
"Cartouche of Solidarity",4,63616,Common,AKH,7/269,No
"Djeru's Resolve",4,63624,Common,AKH,11/269,No
"Fan Bearer",4,63626,Common,AKH,12/269,No
"Sacred Cat",4,63656,Common,AKH,27/269,No
"As Foretold",4,63686,Mythic Rare,AKH,42/269,No
"Censor",4,63694,Uncommon,AKH,46/269,No
"Compelling Argument",4,63696,Common,AKH,47/269,No
"Curator of Mysteries",4,63700,Rare,AKH,49/269,No
"Hieroglyphic Illumination",4,63716,Common,AKH,57/269,No
"Kefnet the Mindful",1,63720,Mythic Rare,AKH,59/269,No
"Slither Blade",4,63744,Common,AKH,71/269,No
"Archfiend of Ifnir",4,63758,Rare,AKH,78/269,No
"Dread Wanderer",4,63778,Rare,AKH,88/269,No
"Festering Mummy",4,63784,Common,AKH,91/269,No
"Scarab Feast",4,63814,Common,AKH,106/269,No
"Shadow of the Grave",4,63816,Rare,AKH,107/269,No
"Supernatural Stamina",4,63824,Common,AKH,111/269,No
"Blazing Volley",4,63840,Common,AKH,119/269,No
"Bloodlust Inciter",4,63842,Common,AKH,120/269,No
"Cartouche of Zeal",4,63850,Common,AKH,124/269,No
"Harsh Mentor",4,63872,Rare,AKH,135/269,No
"Magma Spray",4,63884,Common,AKH,141/269,No
"Dissenter's Deliverance",4,63930,Common,AKH,164/269,No
"Haze of Pollen",4,63944,Common,AKH,171/269,No
"Oashra Cultivator",4,63956,Common,AKH,177/269,No
"Shed Weakness",4,63972,Common,AKH,185/269,No
"Stinging Shot",4,63980,Common,AKH,189/269,No
"Honed Khopesh",4,64122,Common,AKH,230/269,No
"Pyramid of the Pantheon",4,64132,Rare,AKH,235/269,No
"Throne of the God-Pharaoh",4,64136,Rare,AKH,237/269,No
"Canyon Slough",4,64140,Rare,AKH,239/269,No
"Cascading Cataracts",4,64142,Rare,AKH,240/269,No
"Cradle of the Accursed",4,64144,Common,AKH,241/269,No
"Evolving Wilds",4,64146,Common,AKH,242/269,No
"Fetid Pools",4,64148,Rare,AKH,243/269,No
"Grasping Dunes",4,64150,Uncommon,AKH,244/269,No
"Irrigated Farmland",4,64152,Rare,AKH,245/269,No
"Painted Bluffs",4,64154,Common,AKH,246/269,No
"Scattered Groves",4,64156,Rare,AKH,247/269,No
"Sheltered Thicket",4,64158,Rare,AKH,248/269,No
"Sunscorched Desert",4,64160,Common,AKH,249/269,No
"Gideon's Lawkeeper",4,63269,Common,MM3,7/249,No
"Momentary Blink",4,63499,Common,MM3,16/249,No
"Wake the Reflections",4,63437,Common,MM3,28/249,No
"Kraken Hatchling",4,63187,Common,MM3,42/249,No
"Wingcrafter",4,63317,Common,MM3,58/249,No
"Bone Splinters",4,63165,Common,MM3,60/249,No
"Mortician Beetle",4,63229,Common,MM3,78/249,No
"Dynacharge",4,63365,Common,MM3,94/249,No
"Scorched Rusalka",4,63069,Common,MM3,110/249,No
"Avacyn's Pilgrim",4,63289,Common,MM3,119/249,No
"Agony Warp",4,63155,Common,MM3,150/249,No
"Call of the Conclave",4,63401,Common,MM3,154/249,No
"Sundering Growth",4,63395,Common,MM3,211/249,No
"Damping Matrix",4,63053,Rare,MM3,218/249,No
"Azorius Guildgate",4,63471,Common,MM3,230/249,No
"Boros Guildgate",4,63469,Common,MM3,231/249,No
"Dimir Guildgate",4,63467,Common,MM3,234/249,No
"Golgari Guildgate",4,63457,Common,MM3,235/249,No
"Gruul Guildgate",4,63453,Common,MM3,236/249,No
"Izzet Guildgate",4,63463,Common,MM3,237/249,No
"Orzhov Guildgate",4,63459,Common,MM3,241/249,No
"Rakdos Guildgate",4,63461,Common,MM3,242/249,No
"Selesnya Guildgate",3,63455,Common,MM3,246/249,No
"Shimmering Grotto",4,63291,Common,MM3,247/249,No
"Simic Guildgate",4,63465,Common,MM3,248/249,No
"Alley Evasion",4,62581,Common,AER,6/184,No
"Sram, Senior Edificer",4,62603,Rare,AER,23/184,No
"Disallow",2,62659,Rare,AER,31/184,No
"Take into Custody",4,62623,Common,AER,47/184,No
"Whir of Invention",4,62655,Rare,AER,49/184,No
"Fatal Push",4,62689,Uncommon,AER,57/184,No
"Fourth Bridge Prowler",4,62661,Common,AER,60/184,No
"Kari Zev's Expertise",4,62919,Rare,AER,88/184,No
"Precise Strike",4,62725,Common,AER,92/184,No
"Shock",4,62923,Common,AER,98/184,No
"Heroic Intervention",4,62803,Rare,AER,109/184,No
"Prey Upon",4,62771,Common,AER,120/184,No
"Rishkar, Peema Renegade",1,62795,Rare,AER,122/184,No
"Unbridled Growth",4,62777,Common,AER,126/184,No
"Oath of Ajani",2,62829,Rare,AER,131/184,No
"Augmenting Automaton",4,62843,Common,AER,143/184,No
"Hope of Ghirapur",4,62895,Rare,AER,154/184,No
"Implement of Combustion",4,62871,Common,AER,155/184,No
"Implement of Ferocity",4,62873,Common,AER,157/184,No
"Implement of Improvement",4,62865,Common,AER,158/184,No
"Merchant's Dockhand",4,62875,Rare,AER,163/184,No
"Renegade Map",4,62861,Common,AER,173/184,No
"Scrap Trawler",4,62899,Rare,AER,175/184,No
"Universal Solvent",4,62863,Common,AER,178/184,No
"Walking Ballista",4,62561,Rare,AER,181/184,No
"Hangarback Walker",1,62147,Bonus,MS2,13/54,No
"Mana Crypt",1,62149,Bonus,MS2,16/54,No
"Mana Vault",1,62181,Bonus,MS2,17/54,No
"Sol Ring",1,62143,Bonus,MS2,24/54,No
"Oblivion Stone",1,62953,Bonus,MS2,41/54,No
"Ornithopter",4,62955,Bonus,MS2,42/54,No
"Platinum Angel",1,62929,Bonus,MS2,46/54,No
"Vedalken Shackles",1,62969,Bonus,MS2,53/54,No
"Acrobatic Maneuver",4,61579,Common,KLD,1/264,No
"Authority of the Consuls",4,61877,Rare,KLD,5/264,No
"Aviary Mechanic",4,61619,Common,KLD,6/264,No
"Built to Last",4,61623,Common,KLD,7/264,No
"Eddytrail Hawk",4,61863,Common,KLD,12/264,No
"Fragmentize",4,61625,Common,KLD,14/264,No
"Glint-Sleeve Artisan",4,61605,Common,KLD,17/264,No
"Herald of the Fair",4,61599,Common,KLD,18/264,No
"Impeccable Timing",4,61871,Common,KLD,19/264,No
"Inspired Charge",4,61881,Common,KLD,20/264,No
"Ninth Bridge Patrol",4,61601,Common,KLD,22/264,No
"Pressure Point",4,61883,Common,KLD,23/264,No
"Propeller Pioneer",4,61607,Common,KLD,24/264,No
"Revoke Privileges",4,61615,Common,KLD,26/264,No
"Skyswirl Harrier",4,61611,Common,KLD,28/264,No
"Tasseled Dromedary",4,61609,Common,KLD,30/264,No
"Thriving Ibex",4,61873,Common,KLD,31/264,No
"Aether Theorist",4,61893,Common,KLD,37/264,No
"Aether Tradewinds",4,61653,Common,KLD,38/264,No
"Ceremonious Rejection",4,61661,Uncommon,KLD,40/264,No
"Curio Vendor",4,61913,Common,KLD,42/264,No
"Dramatic Reversal",4,61915,Common,KLD,44/264,No
"Failed Inspection",4,61659,Common,KLD,47/264,No
"Gearseeker Serpent",4,61895,Common,KLD,48/264,No
"Hightide Hermit",4,61635,Common,KLD,51/264,No
"Insidious Will",4,61657,Rare,KLD,52/264,No
"Malfunction",4,61643,Common,KLD,55/264,No
"Nimble Innovator",4,61651,Common,KLD,58/264,No
"Paradoxical Outcome",4,61909,Rare,KLD,60/264,No
"Revolutionary Rebuff",4,62089,Common,KLD,61/264,No
"Select for Inspection",4,61907,Common,KLD,63/264,No
"Tezzeret's Ambition",4,61925,Common,KLD,65/264,No
"Thriving Turtle",4,61901,Common,KLD,66/264,No
"Vedalken Blademaster",4,61645,Common,KLD,68/264,No
"Weldfast Wingsmith",4,61899,Common,KLD,69/264,No
"Ambitious Aetherborn",4,61929,Common,KLD,72/264,No
"Dhund Operative",4,61669,Common,KLD,74/264,No
"Die Young",4,61671,Common,KLD,76/264,No
"Dukhara Scavenger",4,61685,Common,KLD,77/264,No
"Fortuitous Find",4,61945,Common,KLD,81/264,No
"Foundry Screecher",4,61687,Common,KLD,82/264,No
"Lawless Broker",4,61663,Common,KLD,86/264,No
"Live Fast",4,61677,Common,KLD,87/264,No
"Maulfist Squad",4,61679,Common,KLD,91/264,No
"Midnight Oil",4,61947,Rare,KLD,92/264,No
"Mind Rot",4,61689,Common,KLD,93/264,No
"Night Market Lookout",4,61953,Common,KLD,95/264,No
"Prakhata Club Security",4,61683,Common,KLD,98/264,No
"Rush of Vitality",4,61931,Common,KLD,99/264,No
"Subtle Strike",4,61665,Common,KLD,100/264,No
"Thriving Rats",4,61935,Common,KLD,102/264,No
"Tidy Conclusion",4,61681,Common,KLD,103/264,No
"Built to Smash",4,61697,Common,KLD,108/264,No
"Cathartic Reunion",4,61699,Common,KLD,109/264,No
"Chandra's Pyrohelix",4,61709,Common,KLD,111/264,No
"Demolish",4,61861,Common,KLD,113/264,No
"Giant Spectacle",4,61971,Common,KLD,116/264,No
"Hijack",4,61705,Common,KLD,118/264,No
"Reckless Fireweaver",4,61711,Common,KLD,126/264,No
"Renegade Tactics",4,61987,Common,KLD,127/264,No
"Ruinous Gremlin",4,61997,Common,KLD,128/264,No
"Salivating Gremlins",4,61701,Common,KLD,129/264,No
"Spireside Infiltrator",4,61967,Common,KLD,133/264,No
"Spontaneous Artist",4,61703,Common,KLD,134/264,No
"Terror of the Fairgrounds",4,61999,Common,KLD,137/264,No
"Thriving Grubs",4,61969,Common,KLD,138/264,No
"Wayward Giant",4,61975,Common,KLD,139/264,No
"Welding Sparks",4,61983,Common,KLD,140/264,No
"Appetite for the Unnatural",4,61741,Common,KLD,141/264,No
"Attune with Aether",4,61751,Common,KLD,145/264,No
"Blossoming Defense",4,62027,Uncommon,KLD,146/264,No
"Commencement of Festivities",4,62003,Common,KLD,148/264,No
"Cowl Prowler",4,61739,Common,KLD,149/264,No
"Highspire Artisan",4,61577,Common,KLD,157/264,No
"Hunt the Weak",4,61755,Common,KLD,158/264,No
"Kujar Seedsculptor",4,61733,Common,KLD,159/264,No
"Larger Than Life",4,61747,Common,KLD,160/264,No
"Ornamental Courage",4,62001,Common,KLD,164/264,No
"Oviya Pashiri, Sage Lifecrafter",1,62021,Rare,KLD,165/264,No
"Peema Outrider",4,61735,Common,KLD,166/264,No
"Riparian Tiger",4,62009,Common,KLD,167/264,No
"Sage of Shaila's Claim",4,61745,Common,KLD,168/264,No
"Take Down",4,61727,Common,KLD,170/264,No
"Thriving Rhino",4,61743,Common,KLD,171/264,No
"Wildest Dreams",4,61757,Rare,KLD,174/264,No
"Wily Bandar",4,61759,Common,KLD,175/264,No
"Accomplished Automaton",4,61803,Common,KLD,191/264,No
"Animation Module",4,62055,Rare,KLD,194/264,No
"Aradara Express",4,61781,Common,KLD,195/264,No
"Bastion Mastodon",4,61815,Common,KLD,197/264,No
"Bomat Courier",4,62075,Rare,KLD,199/264,No
"Cogworker's Puzzleknot",4,61791,Common,KLD,201/264,No
"Consulate Skygate",4,62061,Common,KLD,202/264,No
"Dukhara Peafowl",4,61819,Common,KLD,207/264,No
"Eager Construct",4,61799,Common,KLD,209/264,No
"Fireforger's Puzzleknot",4,61787,Common,KLD,213/264,No
"Glassblower's Puzzleknot",4,61793,Common,KLD,217/264,No
"Inventor's Goggles",4,62051,Common,KLD,218/264,No
"Metalspinner's Puzzleknot",4,61785,Common,KLD,221/264,No
"Narnam Cobra",4,62057,Common,KLD,224/264,No
"Prakhata Pillar-Bug",4,61813,Common,KLD,228/264,No
"Prophetic Prism",4,61821,Common,KLD,229/264,No
"Renegade Freighter",4,61593,Common,KLD,230/264,No
"Self-Assembler",4,62059,Common,KLD,232/264,No
"Sky Skiff",4,62081,Common,KLD,233/264,No
"Torch Gauntlet",4,62069,Common,KLD,237/264,No
"Weldfast Monitor",4,61817,Common,KLD,238/264,No
"Aether Hub",4,62091,Uncommon,KLD,242/264,No
"Inspiring Vantage",4,61855,Rare,KLD,246/264,No
"Inventors' Fair",4,61857,Rare,KLD,247/264,No
"Stone Quarry",4,62203,Common,KLD,269/264,No
"Terrain Elemental",4,62201,Common,KLD,272/264,No
"Abundant Maw",4,61364,Uncommon,EMN,1/205,No
"Drownyard Behemoth",4,61108,Uncommon,EMN,4/205,No
"Elder Deep-Fiend",4,61326,Rare,EMN,5/205,No
"Eternal Scourge",4,61066,Rare,EMN,7/205,No
"It of the Horrid Swarm",4,61438,Common,EMN,8/205,No
"Lashweed Lurker",4,61468,Uncommon,EMN,9/205,No
"Mockery of Nature",4,61232,Uncommon,EMN,10/205,No
"Vexing Scuttler",4,61358,Uncommon,EMN,11/205,No
"Wretched Gryff",4,61110,Common,EMN,12/205,No
"Blessed Alliance",4,61088,Uncommon,EMN,13/205,No
"Borrowed Grace",4,61092,Common,EMN,14/205,No
"Choking Restraints",4,61084,Common,EMN,16/205,No
"Collective Effort",4,61094,Rare,EMN,17/205,No
"Courageous Outrider",4,61320,Uncommon,EMN,18/205,No
"Dawn Gryff",4,61082,Common,EMN,19/205,No
"Deploy the Gatewatch",4,61322,Mythic Rare,EMN,20/205,No
"Desperate Sentry",4,61504,Common,EMN,21/205,No
"Drogskol Shieldmate",4,61306,Uncommon,EMN,22/205,No
"Extricator of Sin",4,61316,Uncommon,EMN,23/205,No
"Faith Unbroken",4,61072,Uncommon,EMN,24/205,No
"Faithbearer Paladin",4,61314,Common,EMN,25/205,No
"Fiend Binder",4,61078,Common,EMN,26/205,No
"Geist of the Lonely Vigil",4,61298,Uncommon,EMN,27/205,No
"Give No Ground",4,61304,Uncommon,EMN,29/205,No
"Guardian of Pilgrims",4,61090,Common,EMN,30/205,No
"Ironclad Slayer",4,61294,Common,EMN,31/205,No
"Ironwright's Cleansing",4,61296,Common,EMN,32/205,No
"Lone Rider",4,61086,Uncommon,EMN,33/205,No
"Long Road Home",4,61288,Uncommon,EMN,34/205,No
"Lunarch Mantle",4,61284,Common,EMN,35/205,No
"Peace of Mind",4,61318,Uncommon,EMN,36/205,No
"Repel the Abominable",4,61292,Uncommon,EMN,38/205,No
"Sanctifier of Souls",4,61302,Rare,EMN,39/205,No
"Selfless Spirit",4,61102,Rare,EMN,40/205,No
"Sigarda's Aid",4,61282,Rare,EMN,41/205,No
"Sigardian Priest",4,61300,Common,EMN,42/205,No
"Spectral Reserves",4,61070,Common,EMN,43/205,No
"Steadfast Cathar",4,61074,Common,EMN,44/205,No
"Subjugator Angel",4,61076,Uncommon,EMN,45/205,No
"Thalia, Heretic Cathar",1,61308,Rare,EMN,46/205,No
"Thalia's Lancers",4,61310,Rare,EMN,47/205,No
"Thraben Standard Bearer",4,61312,Common,EMN,48/205,No
"Advanced Stitchwing",4,61342,Uncommon,EMN,49/205,No
"Chilling Grasp",4,61114,Uncommon,EMN,50/205,No
"Coax from the Blind Eternities",4,61134,Rare,EMN,51/205,No
"Contingency Plan",4,61112,Common,EMN,52/205,No
"Convolute",4,61106,Common,EMN,53/205,No
"Curious Homunculus",4,61360,Uncommon,EMN,54/205,No
"Displace",4,61330,Common,EMN,55/205,No
"Docent of Perfection",4,61132,Rare,EMN,56/205,No
"Drag Under",4,61104,Common,EMN,57/205,No
"Enlightened Maniac",4,61508,Common,EMN,58/205,No
"Exultant Cultist",4,61128,Common,EMN,59/205,No
"Fogwalker",4,61328,Common,EMN,60/205,No
"Fortune's Favor",4,61334,Uncommon,EMN,61/205,No
"Geist of the Archives",4,61344,Uncommon,EMN,62/205,No
"Grizzled Angler",4,61348,Uncommon,EMN,63/205,No
"Identity Thief",1,61354,Rare,EMN,64/205,No
"Imprisoned in the Moon",4,61116,Rare,EMN,65/205,No
"Ingenious Skaab",4,61340,Common,EMN,66/205,No
"Laboratory Brute",4,61350,Common,EMN,67/205,No
"Lunar Force",4,61120,Uncommon,EMN,68/205,No
"Mausoleum Wanderer",4,61138,Rare,EMN,69/205,No
"Nebelgast Herald",4,61122,Uncommon,EMN,71/205,No
"Niblis of Frost",4,61336,Rare,EMN,72/205,No
"Scour the Laboratory",4,61124,Uncommon,EMN,73/205,No
"Spontaneous Mutation",4,61126,Common,EMN,74/205,No
"Summary Dismissal",4,61324,Rare,EMN,75/205,No
"Take Inventory",4,61352,Common,EMN,76/205,No
